Date,Open,High,Low,Close,Adj Close,Volume
24-02-2010,136.931,138.188004,133.567001,135.436996,108.626076,15428010
25-02-2010,136.139999,136.139999,130.865997,132.063004,105.919991,23716569
26-02-2010,131.589005,142.600006,131.589005,140.731003,112.872086,27928932
02-03-2010,142.472,159.806,142.472,157.916,126.655182,49889228
03-03-2010,160.281006,161.061996,157.352005,160.132004,128.43248,34628600
04-03-2010,160.063004,164.179001,158.134003,160.873993,129.027588,36989165
05-03-2010,161.863998,161.863998,156.660004,157.164001,126.052048,27008964
08-03-2010,158.302002,161.686005,156.947006,157.837006,126.591805,20424256
09-03-2010,155.334,155.334,150.981003,153.563004,123.163887,57668210
10-03-2010,153.949005,156.876999,153.444,154.097,123.592163,22771045
11-03-2010,154.343994,154.899002,151.723007,152.445007,122.267197,13225082
12-03-2010,152.959,154.156998,150.158997,150.565002,120.759354,18038609
15-03-2010,149.397995,153.494003,148.804001,152.188004,122.061066,17543045
16-03-2010,152.959,155.996994,152.781006,155.542007,124.751137,14401329
17-03-2010,156.283997,157.460999,153.949005,154.442993,123.869675,18807903
18-03-2010,154.878998,156.125,153.197006,154.404007,123.838409,10309082
19-03-2010,153.453995,155.621002,153.354996,155.067001,124.370148,9961296
22-03-2010,153.751007,154.988007,150.110001,150.427002,120.648682,15177582
23-03-2010,150.386993,152.059006,145.638,146.291,117.331429,24082386
25-03-2010,147.419006,149.001999,141.334,143.501007,115.093742,44001416
26-03-2010,144.746994,149.753998,144.134003,148.358994,118.990036,39431277
29-03-2010,149.022003,150.287994,145.449997,146.548004,117.537567,26307692
30-03-2010,147.399002,150.307999,146.548004,149.585999,119.974159,27946857
31-03-2010,149.990997,151.673004,148.645996,149.932007,120.251671,16156900
01-04-2010,150.386993,154.343994,150.386993,153.878998,123.417328,20006816
05-04-2010,154.968002,155.927994,149.595001,154.630997,124.020477,16111998
06-04-2010,155.313995,155.511993,152.069,153.186996,122.862312,11920952
07-04-2010,153.345001,157.906006,153.255997,157.382004,126.226875,20079249
08-04-2010,157.511002,157.707993,152.246994,153.959,123.481506,11364522
09-04-2010,155.334,161.141998,154.343994,160.212006,128.496658,29347238
12-04-2010,160.270996,160.270996,153.968994,154.552002,123.957092,29781931
13-04-2010,154.938004,155.669998,150.604996,153.296005,122.949738,49489395
15-04-2010,154.343994,157.787994,152.761002,153.423996,123.052391,30353385
16-04-2010,153.354996,156.214005,153.216995,155.283997,124.544197,17014036
19-04-2010,151.623993,154.246002,151.059998,153.513,123.123779,18251422
20-04-2010,153.751007,158.074005,153.751007,156.787994,125.750473,21190376
21-04-2010,157.154007,160.677002,153.384995,160.162003,128.456543,24958474
22-04-2010,159.667007,169.126007,158.5,165.554001,132.781174,53118710
23-04-2010,165.820999,167.899002,163.744003,167.098007,134.019501,28966139
26-04-2010,167.602005,170.332993,165.227997,168.354004,135.026871,15735528
27-04-2010,168.057007,169.145996,166.820999,167.513,134.352341,22734583
28-04-2010,164.257996,166.988998,138.514008,162.565994,130.384659,19690949
29-04-2010,164.218994,168.175995,162.921997,166.722,133.717941,41823625
30-04-2010,167.800003,173.835007,167.207001,172.667999,138.486893,30858379
03-05-2010,172.350998,174.667007,167.731003,169.076004,135.605942,23773792
04-05-2010,169.987,172.054993,165.841003,166.651993,133.661789,18968477
05-05-2010,162.259995,166.533997,159.559006,165.197998,132.495636,18946812
06-05-2010,165.227997,165.227997,159.529007,160.964005,129.099792,24010448
07-05-2010,159.251999,159.251999,150.011002,150.931,121.05291,28801931
10-05-2010,156.718994,161.666,151.485001,160.992996,129.123032,22222064
11-05-2010,161.587006,162.061996,156.966003,158.281998,126.948715,21729699
12-05-2010,157.332001,160.656998,156.619995,158.826004,127.385025,19139876
13-05-2010,160.270996,165.604004,160.113007,164.406998,131.861221,23865687
14-05-2010,164.634003,165.227997,160.399994,161.518005,129.544128,13830264
17-05-2010,159.686996,159.686996,153.276001,156.164993,125.250793,24175191
18-05-2010,157.313004,157.313004,151.416,152.830994,122.57679,22833144
19-05-2010,151.376007,151.376007,139.908997,141.462997,113.459175,42604941
20-05-2010,142.076004,144.906006,137.593994,140.869003,112.98278,32478159
21-05-2010,136.535995,141.343994,133.863998,140.462997,112.657135,42409396
24-05-2010,142.472,146.311005,138.910004,139.889999,112.197578,27683088
25-05-2010,138.315994,138.395996,132.578003,133.261002,106.880836,22896567
26-05-2010,133.567001,141.264999,133.567001,140.393997,112.601799,26941685
27-05-2010,139.919006,148.408005,139.395004,146.776001,117.720421,46147010
28-05-2010,150.386993,153.098007,146.934006,148.309006,118.949982,39059693
31-05-2010,149.179993,151.238007,146.626999,149.397995,119.823372,22413183
01-06-2010,148.031998,150.070007,142.580994,143.451004,115.053642,24048881
02-06-2010,145.440002,148.378006,143.679001,147.645996,118.418198,28703946
03-06-2010,149.397995,152.761002,149.397995,151.822006,121.767525,24720427
04-06-2010,151.910995,153.522995,149.516006,152.682007,122.457275,17680584
07-06-2010,149.595001,149.595001,144.925995,145.856003,116.982552,27858317
08-06-2010,145.835999,149.694,144.647995,145.598007,116.775635,26978137
09-06-2010,145.440002,147.358994,143.104996,144.065002,115.546089,33286679
10-06-2010,146.162003,150.871994,144.451004,150.209,120.473824,24950044
11-06-2010,152.266998,152.940002,149.921997,151.356995,121.394562,26420787
14-06-2010,151.970001,152.919998,149.229004,150.436005,120.655891,17644648
15-06-2010,150.585007,152.167999,148.289001,150.328003,120.569275,16351197
16-06-2010,151.376007,155.927994,151.376007,154.414001,123.84642,26018943
17-06-2010,155.136002,159.389999,153.354996,158.737,127.313652,23857960
18-06-2010,159.291,160.677002,156.917007,158.658005,127.250305,20921856
21-06-2010,160.082993,162.921997,159.311005,159.746994,128.123703,19993035
22-06-2010,160.182007,160.182007,156.639999,157.837006,126.591805,15775037
23-06-2010,156.343002,159.667007,155.936996,156.531006,125.544334,17385857
24-06-2010,156.778,157.867004,154.690994,155.373001,124.61557,15245468
25-06-2010,155.373001,156.125,151.524994,152.147995,122.028976,17019277
28-06-2010,152.365997,157.085007,152.365997,156.175003,125.258804,12556785
29-06-2010,156.125,156.125,151.673004,152.554001,122.354622,14291135
30-06-2010,150.436005,154.710999,150.149994,154.048004,123.552879,17480178
01-07-2010,153.908997,154.363998,150.615005,150.931,121.05291,12274979
02-07-2010,152.365997,153.522995,150.981003,151.653,121.631973,12038767
05-07-2010,151.365997,154.294998,150.209,151.020004,121.124275,16098869
06-07-2010,151.365997,152.722,150.585007,151.949997,121.870178,14020533
07-07-2010,151.673004,152.345993,148.091995,148.595993,119.180145,12754144
08-07-2010,150.386993,151.593994,149.328003,149.625,120.005455,11395779
09-07-2010,150.585007,152.860001,150.188995,152.503998,122.314514,15919248
12-07-2010,153.751007,156.955994,152.820999,156.352997,125.401566,22252204
13-07-2010,156.520996,159.231995,155.837997,158.677994,127.266312,14691923
14-07-2010,159.686996,161.231003,157.313004,158.302002,126.964752,13678059
15-07-2010,158.302002,160.677002,156.520996,160.182007,128.47258,15651496
16-07-2010,160.281006,165.395996,160.072998,164.712997,132.106644,26426882
19-07-2010,163.645004,165.009995,162.487,163.307999,130.979782,9332837
20-07-2010,164.039993,164.832001,160.082993,160.884003,129.035614,8860550
21-07-2010,161.863998,163.427002,161.546997,162.328995,130.194565,9242645
22-07-2010,162.061996,166.216995,161.270004,165.623993,132.837311,13248283
23-07-2010,166.632996,167.591995,164.514999,165.901001,133.059464,13194907
26-07-2010,166.414993,166.455002,161.884003,162.496994,130.329315,8951374
27-07-2010,162.457001,167.789993,162.457001,167.117004,134.03476,14545161
28-07-2010,166.613007,169.878006,166.613007,169.145996,135.662079,14313133
29-07-2010,169.403,172.005005,167.285995,171.5,137.550095,18101254
30-07-2010,168.987,170.332993,166.860001,167.473999,134.321075,10827028
02-08-2010,168.977997,170.748993,166.850006,167.671997,134.479874,11074419
03-08-2010,169.166,169.382996,166.039001,166.572998,133.59845,14728714
04-08-2010,166.811005,167.800003,165.227997,167.098007,134.019501,7603626
05-08-2010,167.404007,171.509995,166.791,170.373001,136.64621,14736203
06-08-2010,170.175003,178.445999,169.828003,176.843002,141.835419,34896872
09-08-2010,177.832993,182.393997,177.100006,181.929001,145.914581,21464475
10-08-2010,183.037003,191.348007,175.557007,189.427994,165.581207,81052897
11-08-2010,190.408005,202.725998,190.268997,199.203003,174.125671,82490236
12-08-2010,199.263,204.447006,196.007996,202.764999,177.239243,34680036
13-08-2010,203.220001,204.802994,199.362,200.529007,175.284729,19571365
16-08-2010,201.212006,202.358994,196.432999,198.145004,173.200836,13504957
17-08-2010,198.837006,201.598007,197.481995,199.192993,174.116913,20910036
18-08-2010,200.647995,209.453003,200.449997,207.434998,181.32135,33446081
19-08-2010,205.792999,207.770996,204.199997,205.882004,179.963852,15331571
20-08-2010,203.557007,205.397003,200.419998,200.914993,175.622147,20173575
23-08-2010,201.804993,203.061996,199.065002,200.914993,175.622147,12888823
24-08-2010,201.024002,201.835007,199.283005,200.203003,174.999771,9869360
25-08-2010,199.362,200.539001,194.533005,196.354004,171.635315,15772253
26-08-2010,195.899002,201.429001,195.335007,197.363007,172.517303,30891405
27-08-2010,197.283997,200.231995,195.324997,196.057007,171.375702,12903049
30-08-2010,198.669006,199.837006,193.960007,195.869003,171.211365,13117950
31-08-2010,194.908997,200.826004,194.186996,199.925995,174.757645,32532480
01-09-2010,200.845993,201.735992,198.501007,200.005005,174.826706,14422742
02-09-2010,202.033005,204.199997,200.647995,201.231995,175.899216,13703575
03-09-2010,201.854996,202.873993,199.906006,200.598007,175.345047,5986874
06-09-2010,201.755997,205.792999,201.755997,204.802994,179.020691,10815688
07-09-2010,204.408005,209.848999,204.408005,205.623993,179.738312,11105372
08-09-2010,204.802994,206.524994,203.052002,204.388,178.657944,7991987
09-09-2010,204.604996,206.464996,199.589005,200.815994,175.535599,11910673
13-09-2010,202.072998,204.703995,201.300995,203.220001,177.636963,12417881
14-09-2010,204.802994,211.332993,202.824005,208.800003,182.514511,28712790
15-09-2010,210.740005,213.509995,201.656998,202.744995,177.221771,32875430
16-09-2010,202.923004,205.990997,201.835007,203.576004,177.948166,18527507
17-09-2010,205.595001,207.356003,203.714996,204.901993,179.107208,14344420
20-09-2010,205.783005,209.968002,205.199005,209.246002,182.904358,13433878
21-09-2010,209.354004,214.697006,208.048004,213.826996,186.908661,24206908
22-09-2010,217.447998,219.445999,209.602005,211.906998,185.230362,15792488
23-09-2010,212.520996,213.707993,210.244995,212.580002,185.818665,11276251
24-09-2010,211.134995,213.182999,210.175995,212.302994,185.576523,8037617
27-09-2010,215.785004,216.675995,211.787994,214.440002,187.444504,11043551
28-09-2010,213.5,214.697006,211.035995,213.807007,186.89119,8215034
29-09-2010,213.876007,219.613998,213.817001,218.942001,191.379745,20404830
30-09-2010,219.634003,220.632996,214.945007,217.289001,189.934845,15719417
01-10-2010,218.654999,228.548996,217.863007,220.464996,192.711014,34713076
04-10-2010,222.789993,226.966003,217.664993,225.391998,197.017761,17769624
05-10-2010,226.559998,226.598999,223.244995,224.462006,196.204849,10861095
06-10-2010,226.362,227.737,224.591003,225.322998,196.957458,14441526
07-10-2010,225.580002,227.162994,221.158005,223.343994,195.227585,9498570
08-10-2010,224.472,225.511002,216.279999,218.248993,190.773987,13647424
11-10-2010,221.227005,229.291,218.852997,227.876007,199.189056,13036339
12-10-2010,227.727005,230.507996,226.658997,228.865005,200.053558,14779922
13-10-2010,228.865005,233.990005,227.332001,232.772995,203.469589,13505826
14-10-2010,233.100006,236.464005,231.822998,234.139008,204.66362,13352853
15-10-2010,234.287003,235.434998,227.697998,228.755997,199.958267,9338355
18-10-2010,226.570007,233.050003,224.046997,231.309006,202.189911,15690758
19-10-2010,233.496002,235.078995,231.516998,232.337997,203.08934,10234859
20-10-2010,231.496994,232.901993,228.153,229.072998,200.235382,7828280
21-10-2010,230.526993,233.188995,229.735992,230.942993,201.869965,10193263
22-10-2010,232.190002,232.516006,226.598999,227.332001,198.713547,10673085
25-10-2010,228.608002,235.455002,228.608002,234.613998,205.078842,9469366
26-10-2010,234.643005,237.453003,233.209,236.414001,206.652222,14224144
27-10-2010,235.473999,237.848999,234.188004,236.671005,206.876877,8511910
28-10-2010,237.453003,239.432007,234.533997,235.988998,206.280716,16175042
29-10-2010,235.988998,236.800003,225.798004,229.339996,200.468765,10778625
01-11-2010,233.416,234.455002,230.190994,231.634995,202.474838,7876704
02-11-2010,232.546005,232.703995,226.580002,228.399994,199.647095,11642341
03-11-2010,229.923996,235.850006,229.873993,234.593994,205.06134,8046299
04-11-2010,236.444,245.367996,233.100006,244.190994,213.450195,18715401
08-11-2010,247.347,253.264008,245.873001,251.156006,219.538391,14387391
09-11-2010,253.470993,256.053986,249.651993,251.285004,219.651138,19715843
10-11-2010,266.342987,266.739014,256.687012,257.735992,225.290024,28740934
11-11-2010,261.001007,261.832001,250.255997,252.481995,220.697464,19481339
12-11-2010,250.315002,255.440002,245.684998,246.604996,215.560287,15998145
15-11-2010,246.753006,248.889999,242.201996,247.781998,216.589127,14427209
16-11-2010,250.315002,250.414001,234.960007,238.550995,208.520203,18540530
18-11-2010,241.014999,244.774994,232.783005,243.537994,212.879395,25559315
19-11-2010,245.367996,246.358002,232.901993,235.276001,205.657471,16342449
22-11-2010,238.639999,244.121994,235.682007,242.934006,212.35144,10901483
23-11-2010,241.014999,243.270996,233.733002,240.123993,209.895187,17503687
24-11-2010,240.639008,249.464005,238.462006,241.182999,210.820862,20702923
25-11-2010,243.488007,247.326996,237.462997,238.600998,208.563904,18600775
26-11-2010,239.828003,240.994995,225.184998,230.813995,201.757187,23512959
29-11-2010,230.705002,236.294998,226.570007,234.682999,205.139145,11346173
30-11-2010,232.516006,246.209,230.201004,244.369003,213.605789,18689168
01-12-2010,243.389008,257.834015,242.647003,254.619003,222.56543,30293121
02-12-2010,257.002991,262.880005,256.410004,261.227997,228.342438,28966482
03-12-2010,260.407013,266.481995,257.825012,260.149994,227.400116,28659136
06-12-2010,262.187988,273.46701,261.802002,268.687988,234.863297,44883613
07-12-2010,267.154999,267.589996,259.654999,264.246002,230.98053,24262518
08-12-2010,263.572998,266.520996,256.449005,264.384003,231.101135,37380827
09-12-2010,264.571991,265.156006,249.128006,252.065994,220.333832,27527775
10-12-2010,250.710999,250.908997,239.828003,246.871994,215.793671,22295767
13-12-2010,248.533997,256.014008,247.979996,252.729004,220.913361,16594175
14-12-2010,254.667999,260.209015,250.968002,258.417999,225.886169,19158776
15-12-2010,257.795013,264.166992,255.281998,261.772003,228.817963,18236064
16-12-2010,261.001007,270.776001,255.509003,266.540985,232.986557,19317192
20-12-2010,263.572998,269.88501,261.692993,267.333008,233.678894,14196880
21-12-2010,267.333008,269.88501,263.730988,267.13501,233.505829,10812054
22-12-2010,268.34201,271.368988,266.540985,270.132996,236.126389,12828124
23-12-2010,269.311005,271.983002,264.325012,267.678986,233.981323,10304407
24-12-2010,265.552002,266.937012,257.656006,258.458008,225.921158,16127932
27-12-2010,258.032013,261.376007,255.826004,257.458008,225.047043,8742583
28-12-2010,258.32901,258.665985,249.968994,251.087006,219.478058,18243574
29-12-2010,251.304993,253.264008,247.742996,252.065994,220.333832,15456785
30-12-2010,252.095993,258.230011,251.938004,257.270996,224.883575,14592933
31-12-2010,258.428009,260.386993,256.449005,258.893005,226.301376,8846132
03-01-2011,262.721985,264.166992,257.477997,258.912994,226.318848,8480699
04-01-2011,259.990997,261.316986,254.283005,256.924011,224.580276,11792059
05-01-2011,257.240997,259.200012,252.492004,253.837006,221.881882,7965284
06-01-2011,255.104004,257.419006,247.020004,249.524002,218.111832,11030563
07-01-2011,249.326004,249.988998,229.537994,235.514008,205.865524,21823222
10-01-2011,235.671997,238.817993,229.022995,232.843002,203.530762,24076605
11-01-2011,234.266998,237.235001,225.688995,229.151993,200.304428,21430560
12-01-2011,233.496002,242.024002,232.703995,241.014999,210.674026,24175520
13-01-2011,241.608994,246.742996,239.828003,244.714996,213.908234,28974199
14-01-2011,242.399994,242.399994,231.912994,233.970001,204.515915,17378777
17-01-2011,234.970001,235.078995,228.647995,233.268005,203.902283,12138597
18-01-2011,234.485001,239.154999,233.891006,237.363998,207.482635,14289937
19-01-2011,238.996994,239.016006,234.149002,236.018005,206.306076,12275924
20-01-2011,234.464996,237.848999,229.962997,236.404007,206.643494,11811865
21-01-2011,235.473999,238.244995,231.981995,234.960007,205.381256,10804575
24-01-2011,234.960007,237.018005,232.526001,235.138,205.536865,6420389
25-01-2011,237.216003,237.216003,229.518005,230.725006,201.679413,12718971
27-01-2011,233.880997,237.354004,231.714996,236.632004,206.842804,21052973
28-01-2011,235.078995,235.455002,222.018997,227.619003,198.964417,15697247
31-01-2011,220.632996,229.339996,220.059998,226.975006,198.401505,12785820
01-02-2011,227.845993,227.845993,210.343994,211.541,184.910461,25801333
02-02-2011,215.151993,223.384003,213.173004,220.485001,192.7285,22464912
03-02-2011,217.626007,230.427994,216.477997,228.904999,200.088516,14176337
04-02-2011,227.608994,235.464005,225.580002,227.727005,199.058823,24900736
07-02-2011,225.798004,229.507996,219.802002,226.837006,198.280869,17675020
08-02-2011,227.559006,229.102997,218.505997,220.089005,192.382355,15107438
09-02-2011,217.664993,221.188004,208.266006,212.440994,185.697144,24693876
10-02-2011,212.916,221.009003,212.440994,218.160004,190.696198,15376154
11-02-2011,219.326996,231.516998,217.417999,226.115005,197.649765,18418788
14-02-2011,236.167007,241.766998,235.839996,239.283005,209.160049,22358250
15-02-2011,240.203995,246.931,237.819,244.843994,214.020981,20341477
16-02-2011,244.181,246.298004,240.886002,245.061005,214.210663,8898447
17-02-2011,243.774994,248.227997,242.440002,247.070007,215.966766,8783062
18-02-2011,247.149002,248.910004,237.671005,238.550995,208.520203,13037719
21-02-2011,238.442001,239.175003,224.669998,229.884003,200.944275,22259967
22-02-2011,227.559006,228.350998,222.156998,224.957001,196.637543,12652637
23-02-2011,224.591003,230.132004,223.621002,226.352005,197.856918,10373475
24-02-2011,225.382996,225.955994,205.526001,208.641998,182.376404,27479492
25-02-2011,214.104004,222.612,212.233994,219.783005,192.114883,23675008
28-02-2011,220.632996,222.889008,208.761002,214.251999,187.280167,32936018
01-03-2011,217.466995,226.768005,217.100998,225.947006,197.502899,16617058
03-03-2011,225.145004,234.425995,221.623001,232.802994,203.495789,24321630
04-03-2011,236.205994,236.365005,230.705002,232.654999,203.36644,16747432
07-03-2011,228.548996,228.548996,221.820999,223.195999,195.098206,15032882
08-03-2011,222.809998,230.507996,222.612,229.962997,201.013336,11187863
09-03-2011,231.774002,232.802994,228.153,230.190994,201.212631,8613938
10-03-2011,230.744995,232.485992,227.757004,230.526993,201.506332,9448044
11-03-2011,228.746002,231.912994,223.996994,230.052002,201.091125,10636264
14-03-2011,228.548996,233.436005,225.619995,232.664001,203.374313,7874602
15-03-2011,225.639999,229.528,223.335007,225.996002,197.545731,9013857
16-03-2011,227.955002,232.386993,226.945999,230.824005,201.765945,9036527
17-03-2011,227.162994,230.013,224.106003,225.570999,197.17424,9032722
18-03-2011,228.153,228.153,220.238007,221.117996,193.281815,12633716
21-03-2011,223.423996,224.274002,220.673004,221.860001,193.93042,9665340
22-03-2011,223.621002,226.313004,223.621002,224.809006,196.508179,10590215
23-03-2011,223.908005,226.509995,222.820007,224.966995,196.646271,8258485
24-03-2011,226.787003,229.914001,226.608994,229.003998,200.175064,5973436
25-03-2011,231.695007,235.850006,229.794998,234.257004,204.766785,8578911
28-03-2011,235.869995,242.973999,235.356003,242.201996,211.711563,10631114
29-03-2011,243.666,246.554993,239.927002,245.259003,214.383759,10904319
30-03-2011,245.664993,249.067993,245.091003,247.149002,216.035828,8188538
31-03-2011,248.317001,249.503998,241.608994,247.020004,215.923065,12968560
01-04-2011,245.565994,247.326996,244.25,245.723999,214.790207,6426353
04-04-2011,245.367996,248.929993,244.774994,248.177994,216.935287,6545194
05-04-2011,249.029007,254.253006,246.169998,253.352997,221.458817,9861795
06-04-2011,254.738007,257.972992,252.957001,256.984009,224.632721,12918994
07-04-2011,255.212997,257.636993,252.591003,255.440002,223.283081,7981152
08-04-2011,254.074997,254.807007,246.574997,248,216.779678,6889311
11-04-2011,244.972,247.326996,239.580002,241.322006,210.942383,6465806
13-04-2011,239.391998,247.871002,238.423004,247.119003,216.009583,10990761
15-04-2011,247.149002,251.106995,243.093002,244.546997,213.761368,7786714
18-04-2011,244.863998,249.880005,237.651001,238.610992,208.572647,8936854
19-04-2011,237.235001,240.212997,235.147995,237.710007,207.78508,8257849
20-04-2011,240.362,248.445007,240.242996,247.692993,216.511307,9279930
21-04-2011,248.296997,248.929993,243.983002,246.110001,215.127625,6037870
25-04-2011,244.606003,248.731995,244.606003,245.873001,214.920441,3600964
26-04-2011,245.565994,250.710999,242.300995,249.582993,218.163406,5786750
27-04-2011,249.128006,251.858994,246.574997,247.248001,216.12236,6580069
28-04-2011,248.138,248.979004,243.003998,243.845001,213.147736,6905432
29-04-2011,243.192001,256.578003,240.223007,244.744995,213.934448,6356607
02-05-2011,245.664993,246.160004,241.162994,242.468994,211.944977,5867512
03-05-2011,241.815994,242.766006,227.162994,230.151001,201.177673,10442427
04-05-2011,230.132004,232.684006,225.421997,229.399002,200.52034,8152829
05-05-2011,229.537994,232.466995,223.800003,225.016006,196.689102,5394326
06-05-2011,227.520004,239.035995,226.757996,237.442993,207.551682,11239677
09-05-2011,237.255005,237.927994,231.298996,232.871994,203.556122,6402004
10-05-2011,232.703995,238.136002,231.714996,234.731995,205.181961,7554666
11-05-2011,234.682999,240.421005,233.742996,239.757996,209.575256,8956174
12-05-2011,237.037994,241.410995,234,234.880997,205.312241,9508238
13-05-2011,236.186996,244.220001,234.910004,239.639999,209.472122,10128121
16-05-2011,237.453003,241.371002,234.505005,240.570007,210.285034,12026138
17-05-2011,239.630005,241.014999,233.218994,235.276001,205.657471,7890571
18-05-2011,235.128006,235.266998,226.125,227.391006,198.765121,12912545
19-05-2011,228.369995,230.675995,225.985992,227.727005,199.058823,10150009
20-05-2011,227.796997,233.871002,227.796997,231.25,202.138321,7206967
23-05-2011,228.350998,228.350998,222.235992,223.492996,195.357834,9471877
24-05-2011,223.423996,225.966003,220.029999,221.988998,194.043167,10603820
25-05-2011,221.722,225.966003,221.643005,224.354004,196.110458,9051142
26-05-2011,225.817993,231.259995,225.649994,230.013,201.057053,14230926
27-05-2011,232.505997,232.505997,214.104004,215.459,188.33522,36507474
30-05-2011,216.666,218.001999,212.292999,213.182999,186.345749,14337441
31-05-2011,213.934998,217.684998,212.856995,216.735001,189.450607,21812058
01-06-2011,216.873993,217.072006,212.837006,213.688004,186.787186,12190917
02-06-2011,211.729004,211.729004,206.227997,207.414993,181.303864,13160850
03-06-2011,207.376007,209.354004,200.697006,202.587006,177.083664,18193523
06-06-2011,200.153,204.169998,199.906006,202.567001,177.066177,10494788
07-06-2011,201.240997,204.565994,200.973999,203.259995,177.671921,10702375
08-06-2011,202.408997,206.514999,202.033005,203.526993,177.905319,10460792
09-06-2011,203.615997,204.001999,198.550003,202.063004,176.625626,15309118
10-06-2011,202.507996,202.695999,200.054001,201.755997,176.357285,10366693
13-06-2011,201.044006,201.587997,198.688995,199.916,174.748886,9117446
14-06-2011,199.559998,199.837006,194.147995,194.712006,170.200027,18158006
15-06-2011,194.712006,197.501999,192.772003,196.720001,171.955261,17065452
16-06-2011,195.404007,197.679993,193.949997,194.641998,170.13884,8892140
17-06-2011,196.285004,196.412994,193.167999,194.108002,169.672058,7010421
20-06-2011,194.216995,194.701996,183.145996,184.223999,161.032333,12139966
21-06-2011,185.608994,187.934006,184.026001,185.253006,161.931808,15616490
22-06-2011,186.994003,187.102997,183.501999,185.194,161.880234,10873971
23-06-2011,185.016006,188.369995,183.283997,186.994003,163.453644,14139804
24-06-2011,187.636993,192.416,187.636993,191.238998,167.16423,12766323
27-06-2011,189.369003,194.791,188.033005,193.475006,169.118759,10943666
28-06-2011,194.712006,195.998001,191.505997,194.850006,170.320663,8802408
29-06-2011,196.076996,200.399994,195.572006,197.313995,172.474472,15611249
30-06-2011,197.481995,198.649002,194.186996,196.729996,171.963959,12195991
01-07-2011,199.856003,199.856003,195.106995,196.828995,172.050507,9831675
04-07-2011,199.658005,202.794998,198.570007,200.182999,174.9823,10758486
05-07-2011,201.835007,203.496994,199.658005,201.033997,175.726166,11706178
06-07-2011,201.656998,205.386993,200.162994,204.901993,179.107208,12015445
07-07-2011,204.427002,209.384003,203.220001,208.850006,182.558212,13654838
08-07-2011,209.156998,212.580002,206.979996,208.563004,182.307358,9533476
11-07-2011,208.563004,210.343994,206.940002,208.335007,182.108047,5947491
12-07-2011,205.001007,206.287003,198.867004,202.804993,177.2742,10584333
13-07-2011,203.417999,207.475006,202.824005,206.921005,180.87207,7318116
14-07-2011,205.792999,214.005005,204.873001,211.352997,184.746124,11520113
15-07-2011,210.046997,210.145996,203.675003,204.417007,178.683304,8878692
18-07-2011,204.802994,207.069,200.251999,200.806,175.526855,8426640
19-07-2011,198.074997,198.302994,193.524002,194.701996,189.017136,15781461
20-07-2011,195.899002,197.016998,190.774002,191.714005,186.116379,9583775
21-07-2011,192.514999,194.899994,190.507004,193.326004,187.68132,6784342
22-07-2011,195.304993,198.867004,193.998993,197.274002,191.514038,10848729
